user_id,artist_id,first_stream_date,cohort_label
2335,1,2024-01-07,Late Casual
2336,2,2024-08-20,Day One
2337,1,2023-10-06,Early Fan
2338,1,2023-11-15,Viral Adopter
2339,2,2024-09-01,Early Fan
2340,1,2023-09-17,Early Fan
2341,1,2023-11-25,Late Casual
2342,2,2024-10-14,Viral Adopter
2343,2,2025-02-01,Late Casual
2344,2,2024-08-24,Day One
2345,1,2023-09-10,Day One
2346,1,2023-12-29,Late Casual
2347,2,2024-08-24,Day One
2348,2,2024-10-24,Viral Adopter
2349,2,2024-09-04,Early Fan
2350,2,2024-08-30,Early Fan
2351,2,2024-10-04,Viral Adopter
2352,1,2023-10-30,Viral Adopter
2353,1,2024-01-04,Late Casual
2354,2,2024-08-29,Early Fan
2355,1,2023-11-14,Viral Adopter
2356,1,2023-10-04,Early Fan
2357,2,2024-10-29,Viral Adopter
2358,2,2024-08-26,Day One
2359,1,2023-09-30,Early Fan
2360,1,2023-09-05,Day One
2361,1,2023-09-30,Early Fan
2362,2,2024-10-08,Viral Adopter
2363,2,2024-09-21,Early Fan
2364,1,2023-11-15,Viral Adopter
2365,1,2023-10-04,Early Fan
2366,2,2024-08-25,Day One
2367,1,2023-09-24,Early Fan
2368,2,2025-01-20,Late Casual
2369,2,2024-11-13,Late Casual
2370,1,2023-09-22,Early Fan
2371,2,2024-08-21,Day One
2372,1,2023-09-06,Day One
2373,1,2023-11-09,Viral Adopter
2374,2,2024-10-14,Viral Adopter
2375,1,2023-09-28,Early Fan
2376,2,2024-09-19,Early Fan
2377,2,2024-11-27,Late Casual
2378,1,2023-09-27,Early Fan
2379,1,2023-10-21,Viral Adopter
2380,1,2023-09-23,Early Fan
2381,1,2023-10-10,Viral Adopter
2382,1,2023-09-25,Early Fan
2383,1,2023-11-16,Viral Adopter
2384,1,2023-10-12,Viral Adopter
2385,2,2024-08-29,Early Fan
2386,2,2024-09-03,Early Fan
2387,2,2024-09-07,Early Fan
2388,1,2023-12-29,Late Casual
2389,1,2023-12-10,Late Casual
2390,2,2024-10-22,Viral Adopter
2391,1,2023-09-05,Day One
2392,1,2023-09-09,Day One
2393,2,2024-12-07,Late Casual
2394,2,2024-11-06,Late Casual
2395,2,2024-08-27,Day One
2396,1,2023-11-08,Viral Adopter
2397,2,2024-10-31,Viral Adopter
2398,2,2024-09-02,Early Fan
2399,2,2024-09-18,Early Fan
2400,2,2024-10-02,Viral Adopter
2401,2,2024-08-24,Day One
2402,2,2024-08-27,Day One
2403,1,2023-09-11,Day One
2404,2,2025-01-11,Late Casual
2405,2,2024-10-09,Viral Adopter
2406,2,2024-10-14,Viral Adopter
2407,1,2023-10-14,Viral Adopter
2408,1,2023-12-23,Late Casual
2409,2,2024-08-25,Day One
2410,2,2024-08-25,Day One
2411,2,2024-09-21,Early Fan
2412,2,2024-11-29,Late Casual
2413,2,2024-09-15,Early Fan
2414,2,2024-10-06,Viral Adopter
2415,2,2024-09-03,Early Fan
2416,2,2024-09-04,Early Fan
2417,2,2024-08-25,Day One
2418,1,2023-09-23,Early Fan
2419,1,2023-09-15,Early Fan
2420,2,2024-10-10,Viral Adopter
2421,1,2023-10-22,Viral Adopter
2422,1,2023-12-21,Late Casual
2423,1,2023-09-22,Early Fan
2424,1,2023-10-21,Viral Adopter
2425,1,2024-02-17,Late Casual
2426,1,2023-09-09,Day One
2427,2,2024-10-10,Viral Adopter
2428,2,2024-10-22,Viral Adopter
2429,1,2023-09-24,Early Fan
2430,1,2023-09-06,Day One
2431,2,2024-09-02,Early Fan
2432,1,2023-11-12,Viral Adopter
2433,2,2024-08-25,Day One
2434,2,2024-09-15,Early Fan
2435,2,2024-10-21,Viral Adopter
2436,1,2023-09-20,Early Fan
2437,2,2024-08-26,Day One
2438,1,2023-09-13,Early Fan
2439,2,2024-11-02,Late Casual
2440,2,2024-09-05,Early Fan
2441,1,2023-09-18,Early Fan
2442,1,2023-09-11,Day One
2443,1,2023-09-14,Early Fan
2444,2,2024-10-17,Viral Adopter
2445,1,2024-02-22,Late Casual
2446,2,2024-10-22,Viral Adopter
2447,1,2023-10-04,Early Fan
2448,2,2024-09-09,Early Fan
2449,2,2024-08-27,Day One
2450,2,2024-08-24,Day One
2451,2,2024-10-09,Viral Adopter
2452,1,2023-09-20,Early Fan
2453,1,2023-09-10,Day One
2454,2,2024-09-07,Early Fan
2455,1,2023-09-25,Early Fan
2456,1,2023-10-08,Viral Adopter
2457,1,2023-10-07,Early Fan
2458,1,2023-11-11,Viral Adopter
2459,1,2023-10-21,Viral Adopter
2460,2,2024-08-26,Day One
2461,1,2024-01-21,Late Casual
2462,2,2024-08-26,Day One
2463,1,2023-09-19,Early Fan
2464,2,2024-11-05,Late Casual
2465,1,2023-09-07,Day One
2466,2,2024-09-15,Early Fan
2467,2,2025-01-03,Late Casual
2468,1,2023-11-16,Viral Adopter
2469,2,2024-09-04,Early Fan
2470,2,2024-10-14,Viral Adopter
2471,2,2024-12-01,Late Casual
2472,2,2024-09-15,Early Fan
2473,1,2023-11-04,Viral Adopter
2474,2,2024-11-25,Late Casual
2475,1,2023-12-19,Late Casual
2476,1,2023-11-14,Viral Adopter
2477,2,2024-08-26,Day One
2478,1,2023-10-14,Viral Adopter
2479,2,2024-09-14,Early Fan
2480,2,2024-10-03,Viral Adopter
2481,2,2024-09-21,Early Fan
2482,2,2024-09-25,Viral Adopter
2483,1,2023-10-07,Early Fan
2484,1,2023-12-11,Late Casual
2485,1,2023-09-10,Day One
2486,1,2023-09-05,Day One
2487,1,2023-10-21,Viral Adopter
2488,1,2023-09-13,Early Fan
2489,2,2024-09-11,Early Fan
2490,2,2024-12-06,Late Casual
2491,1,2023-10-21,Viral Adopter
2492,2,2024-10-30,Viral Adopter
2493,1,2023-09-06,Day One
2494,1,2023-10-18,Viral Adopter
2495,2,2024-09-17,Early Fan
2496,2,2024-09-12,Early Fan
2497,2,2024-12-25,Late Casual
2498,1,2023-10-09,Viral Adopter
2499,2,2025-02-04,Late Casual
2500,2,2024-09-25,Viral Adopter
2501,2,2024-10-28,Viral Adopter
2502,2,2024-10-11,Viral Adopter
2503,2,2024-09-14,Early Fan
2504,2,2024-08-20,Day One
2505,2,2024-08-25,Day One
2506,2,2024-08-27,Day One
2507,2,2025-02-18,Late Casual
2508,1,2023-09-18,Early Fan
2509,2,2024-10-09,Viral Adopter
2510,1,2023-11-15,Viral Adopter
2511,1,2023-11-06,Viral Adopter
2512,2,2024-10-17,Viral Adopter
2513,2,2024-09-07,Early Fan
2514,2,2024-11-30,Late Casual
2515,1,2024-02-05,Late Casual
2516,2,2024-10-05,Viral Adopter
2517,1,2023-12-14,Late Casual
2518,2,2024-08-20,Day One
2519,2,2024-08-27,Day One
2520,2,2024-10-03,Viral Adopter
2521,2,2025-01-18,Late Casual
2522,2,2024-09-11,Early Fan
2523,2,2024-09-27,Viral Adopter
2524,1,2023-09-11,Day One
2525,1,2023-12-26,Late Casual
2526,2,2024-09-23,Viral Adopter
2527,2,2024-08-30,Early Fan
2528,1,2024-02-19,Late Casual
2529,2,2024-08-24,Day One
2530,1,2023-09-18,Early Fan
2531,2,2024-08-25,Day One
2532,2,2024-09-14,Early Fan
2533,2,2024-08-29,Early Fan
2534,2,2024-09-06,Early Fan
2535,1,2024-02-14,Late Casual
2536,1,2023-10-02,Early Fan
2537,2,2024-09-01,Early Fan
2538,2,2024-10-30,Viral Adopter
2539,1,2023-10-13,Viral Adopter
2540,2,2025-01-23,Late Casual
2541,1,2023-10-28,Viral Adopter
2542,2,2024-10-01,Viral Adopter
2543,2,2024-09-20,Early Fan
2544,1,2023-09-11,Day One
2545,1,2023-09-24,Early Fan
2546,2,2024-08-29,Early Fan
2547,2,2024-09-02,Early Fan
2548,2,2024-10-03,Viral Adopter
2549,2,2024-09-12,Early Fan
2550,2,2024-11-30,Late Casual
2551,2,2024-11-13,Late Casual
2552,2,2024-10-19,Viral Adopter
2553,1,2023-10-24,Viral Adopter
2554,1,2023-09-18,Early Fan
2555,1,2023-09-22,Early Fan
2556,2,2025-01-05,Late Casual
2557,1,2023-09-10,Day One
2558,2,2024-09-20,Early Fan
2559,2,2024-08-20,Day One
2560,2,2024-10-25,Viral Adopter
2561,1,2023-09-10,Day One
2562,1,2023-11-23,Late Casual
2563,1,2023-09-22,Early Fan
2564,1,2024-01-11,Late Casual
2565,1,2024-02-04,Late Casual
2566,2,2024-10-10,Viral Adopter
2567,2,2024-10-17,Viral Adopter
2568,2,2024-08-27,Day One
2569,2,2024-12-27,Late Casual
2570,1,2023-11-12,Viral Adopter
2571,2,2024-09-04,Early Fan
2572,2,2024-09-06,Early Fan
2573,1,2023-09-10,Day One
2574,2,2024-10-25,Viral Adopter
2575,1,2023-09-08,Day One
2576,2,2024-10-07,Viral Adopter
2577,2,2024-10-14,Viral Adopter
2578,1,2023-10-05,Early Fan
2579,2,2025-02-17,Late Casual
2580,2,2024-09-29,Viral Adopter
2581,2,2024-09-05,Early Fan
2582,1,2023-12-12,Late Casual
2583,2,2025-01-12,Late Casual
2584,1,2023-10-16,Viral Adopter
2585,1,2023-09-11,Day One
2586,1,2023-10-02,Early Fan
2587,2,2024-11-05,Late Casual
2588,2,2024-10-05,Viral Adopter
2589,2,2024-10-16,Viral Adopter
2590,2,2024-11-18,Late Casual
2591,1,2023-09-06,Day One
2592,1,2023-09-12,Day One
2593,1,2023-12-31,Late Casual
2594,1,2023-09-10,Day One
2595,1,2023-09-27,Early Fan
2596,1,2023-12-09,Late Casual
2597,1,2023-11-14,Viral Adopter
2598,1,2023-10-22,Viral Adopter
2599,1,2023-11-14,Viral Adopter
2600,1,2023-09-24,Early Fan
2601,2,2024-10-08,Viral Adopter
2602,2,2024-10-25,Viral Adopter
2603,2,2024-09-19,Early Fan
2604,1,2023-11-12,Viral Adopter
2605,1,2023-10-06,Early Fan
2606,2,2024-08-24,Day One
2607,1,2023-09-30,Early Fan
2608,1,2023-09-20,Early Fan
2609,1,2024-03-05,Late Casual
2610,1,2023-09-21,Early Fan
2611,1,2023-09-06,Day One
2612,1,2023-09-06,Day One
2613,2,2024-10-07,Viral Adopter
2614,1,2023-09-08,Day One
2615,1,2023-09-12,Day One
2616,2,2024-10-13,Viral Adopter
2617,1,2023-10-29,Viral Adopter
2618,1,2024-02-12,Late Casual
2619,2,2025-02-01,Late Casual
2620,1,2023-09-20,Early Fan
2621,1,2023-11-11,Viral Adopter
2622,1,2023-10-27,Viral Adopter
2623,1,2023-09-08,Day One
2624,2,2024-09-09,Early Fan
2625,2,2024-08-24,Day One
2626,1,2023-09-10,Day One
2627,2,2024-08-21,Day One
2628,2,2025-01-15,Late Casual
2629,1,2023-12-16,Late Casual
2630,2,2024-08-28,Early Fan
2631,1,2023-09-24,Early Fan
2632,1,2023-09-11,Day One
2633,1,2023-10-06,Early Fan
2634,1,2023-10-22,Viral Adopter
2635,1,2023-10-26,Viral Adopter
2636,2,2024-08-25,Day One
2637,1,2023-09-17,Early Fan
2638,1,2024-02-04,Late Casual
2639,1,2023-09-07,Day One
2640,2,2024-09-08,Early Fan
2641,2,2024-09-02,Early Fan
2642,2,2024-08-24,Day One
2643,2,2025-01-13,Late Casual
2644,2,2024-10-07,Viral Adopter
2645,1,2023-10-05,Early Fan
2646,2,2024-09-17,Early Fan
2647,2,2025-01-08,Late Casual
2648,2,2024-08-25,Day One
2649,2,2024-08-23,Day One
2650,1,2024-01-20,Late Casual
2651,1,2024-01-24,Late Casual
2652,1,2023-10-19,Viral Adopter
2653,2,2024-10-29,Viral Adopter
2654,1,2023-09-17,Early Fan
2655,1,2023-12-06,Late Casual
2656,2,2024-09-15,Early Fan
2657,1,2023-09-20,Early Fan
2658,2,2024-09-04,Early Fan
2659,1,2023-09-11,Day One
2660,1,2023-09-24,Early Fan
2661,1,2023-09-12,Day One
2662,2,2024-08-22,Day One
2663,1,2023-09-07,Day One
2664,1,2023-10-07,Early Fan
2665,2,2024-08-26,Day One
2666,1,2023-09-07,Day One
2667,2,2024-08-23,Day One
2668,2,2024-09-13,Early Fan
2669,1,2023-10-05,Early Fan
2670,2,2024-09-22,Viral Adopter
2671,1,2023-10-07,Early Fan
2672,2,2024-08-26,Day One
2673,1,2024-02-23,Late Casual
2674,2,2024-10-19,Viral Adopter
2675,1,2023-10-28,Viral Adopter
2676,2,2024-10-14,Viral Adopter
2677,1,2023-09-13,Early Fan
2678,1,2023-11-02,Viral Adopter
2679,1,2023-10-20,Viral Adopter
2680,1,2023-09-16,Early Fan
2681,2,2024-10-24,Viral Adopter
2682,1,2023-10-17,Viral Adopter
2683,2,2024-09-03,Early Fan
2684,2,2024-08-23,Day One
2685,2,2024-09-02,Early Fan
2686,1,2023-09-06,Day One
2687,1,2023-09-11,Day One
2688,2,2024-09-09,Early Fan
2689,1,2023-09-14,Early Fan
2690,1,2024-01-30,Late Casual
2691,2,2024-10-18,Viral Adopter
2692,2,2024-09-28,Viral Adopter
2693,2,2024-08-20,Day One
2694,1,2023-09-11,Day One
2695,2,2024-10-02,Viral Adopter
2696,1,2023-09-14,Early Fan
2697,1,2023-09-07,Day One
2698,2,2024-12-16,Late Casual
2699,1,2023-09-21,Early Fan
2700,1,2023-09-25,Early Fan
2701,1,2024-01-10,Late Casual
2702,2,2024-08-20,Day One
2703,2,2024-10-16,Viral Adopter
2704,2,2024-12-26,Late Casual
2705,2,2024-08-26,Day One
2706,1,2024-01-21,Late Casual
2707,1,2023-10-04,Early Fan
2708,1,2024-01-29,Late Casual
2709,1,2023-09-16,Early Fan
2710,1,2024-01-25,Late Casual
2711,2,2024-10-23,Viral Adopter
2712,1,2023-10-20,Viral Adopter
2713,1,2023-12-18,Late Casual
2714,1,2023-09-16,Early Fan
2715,1,2023-09-14,Early Fan
2716,2,2024-09-09,Early Fan
2717,1,2023-09-22,Early Fan
2718,1,2023-10-14,Viral Adopter
2719,2,2024-12-29,Late Casual
2720,1,2023-10-07,Early Fan
2721,1,2023-09-17,Early Fan
2722,1,2023-11-12,Viral Adopter
2723,2,2024-09-03,Early Fan
2724,2,2024-10-02,Viral Adopter
2725,2,2024-08-23,Day One
2726,1,2023-09-12,Day One
2727,2,2024-10-27,Viral Adopter
2728,1,2023-09-07,Day One
2729,1,2023-09-07,Day One
2730,1,2023-11-06,Viral Adopter
2731,1,2023-10-05,Early Fan
2732,2,2024-09-22,Viral Adopter
2733,2,2025-01-29,Late Casual
2734,2,2024-10-26,Viral Adopter
2735,2,2024-09-29,Viral Adopter
2736,2,2024-08-31,Early Fan
2737,1,2023-11-07,Viral Adopter
2738,1,2023-09-06,Day One
2739,2,2024-10-03,Viral Adopter
2740,1,2023-09-05,Day One
2741,2,2024-09-01,Early Fan
2742,1,2023-10-25,Viral Adopter
2743,1,2023-11-10,Viral Adopter
2744,1,2023-10-04,Early Fan
2745,1,2023-10-04,Early Fan
2746,1,2023-09-28,Early Fan
2747,2,2024-10-03,Viral Adopter
2748,1,2023-09-05,Day One
2749,2,2024-08-30,Early Fan
2750,1,2023-09-09,Day One
2751,1,2023-09-14,Early Fan
2752,1,2023-10-20,Viral Adopter
2753,2,2024-08-27,Day One
2754,1,2023-09-15,Early Fan
2755,2,2024-12-29,Late Casual
2756,1,2023-11-12,Viral Adopter
2757,2,2024-10-29,Viral Adopter
2758,1,2023-11-11,Viral Adopter
2759,2,2025-02-14,Late Casual
2760,2,2024-08-20,Day One
2761,2,2024-09-01,Early Fan
2762,1,2023-11-13,Viral Adopter
2763,1,2023-12-09,Late Casual
2764,1,2023-09-24,Early Fan
2765,2,2024-08-21,Day One
2766,2,2025-01-10,Late Casual
2767,2,2024-08-23,Day One
2768,1,2023-09-11,Day One
2769,1,2023-09-21,Early Fan
2770,1,2023-09-22,Early Fan
2771,2,2025-02-09,Late Casual
2772,2,2024-09-11,Early Fan
2773,2,2024-10-26,Viral Adopter
2774,1,2023-09-05,Day One
2775,2,2024-09-27,Viral Adopter
2776,2,2024-09-02,Early Fan
2777,1,2023-09-09,Day One
2778,2,2025-02-17,Late Casual
2779,2,2024-08-26,Day One
2780,2,2024-10-15,Viral Adopter
2781,2,2024-12-24,Late Casual
2782,1,2023-09-09,Day One
2783,1,2023-09-15,Early Fan
2784,2,2024-09-01,Early Fan
2785,1,2023-09-15,Early Fan
2786,2,2024-09-23,Viral Adopter
2787,2,2024-09-11,Early Fan
2788,2,2024-12-14,Late Casual
2789,2,2025-01-04,Late Casual
2790,1,2024-02-13,Late Casual
2791,1,2023-09-06,Day One
2792,1,2023-09-12,Day One
2793,1,2023-09-06,Day One
2794,1,2023-11-16,Viral Adopter
2795,1,2023-09-09,Day One
2796,2,2024-12-31,Late Casual
2797,2,2024-10-09,Viral Adopter
2798,1,2023-11-08,Viral Adopter
2799,1,2023-11-01,Viral Adopter
2800,2,2024-09-23,Viral Adopter
2801,1,2023-09-11,Day One
2802,1,2023-10-03,Early Fan
2803,1,2023-09-30,Early Fan
2804,2,2024-09-30,Viral Adopter
2805,1,2023-10-05,Early Fan
2806,2,2024-12-08,Late Casual
2807,1,2024-02-11,Late Casual
2808,2,2024-09-19,Early Fan
2809,1,2023-10-23,Viral Adopter
2810,1,2023-10-06,Early Fan
2811,2,2024-08-26,Day One
2812,2,2024-11-24,Late Casual
2813,2,2024-12-22,Late Casual
2814,2,2024-10-29,Viral Adopter
2815,2,2025-01-19,Late Casual
2816,2,2024-10-12,Viral Adopter
2817,2,2024-10-17,Viral Adopter
2818,1,2023-09-25,Early Fan
2819,1,2023-09-15,Early Fan
2820,1,2023-09-09,Day One
2821,2,2024-09-12,Early Fan
2822,1,2023-11-12,Viral Adopter
2823,1,2023-10-10,Viral Adopter
2824,2,2024-10-17,Viral Adopter
2825,2,2024-08-27,Day One
2826,2,2024-09-03,Early Fan
2827,1,2023-10-05,Early Fan
2828,2,2024-08-20,Day One
2829,1,2024-01-10,Late Casual
2830,1,2023-10-26,Viral Adopter
2831,1,2023-09-09,Day One
2832,1,2023-10-30,Viral Adopter
2833,1,2023-10-08,Viral Adopter
2834,2,2024-09-27,Viral Adopter
2835,1,2024-01-27,Late Casual
2836,2,2024-10-29,Viral Adopter
2837,2,2025-01-31,Late Casual
2838,1,2024-02-16,Late Casual
2839,1,2023-09-12,Day One
2840,1,2023-09-09,Day One
2841,2,2024-09-19,Early Fan
2842,1,2023-10-13,Viral Adopter
2843,1,2024-01-26,Late Casual
2844,1,2023-10-14,Viral Adopter
2845,2,2024-09-05,Early Fan
2846,2,2024-10-17,Viral Adopter
2847,1,2023-10-26,Viral Adopter
2848,2,2024-09-05,Early Fan
2849,2,2024-08-24,Day One
2850,2,2024-10-12,Viral Adopter
2851,2,2024-10-19,Viral Adopter
2852,2,2024-09-25,Viral Adopter
2853,2,2024-09-04,Early Fan
2854,2,2024-08-28,Early Fan
2855,1,2023-10-22,Viral Adopter
2856,1,2024-01-12,Late Casual
2857,1,2023-11-23,Late Casual
2858,2,2024-09-27,Viral Adopter
2859,2,2024-12-20,Late Casual
2860,1,2023-09-12,Day One
2861,2,2025-01-03,Late Casual
2862,1,2023-09-14,Early Fan
2863,1,2023-11-01,Viral Adopter
2864,2,2024-08-22,Day One
2865,1,2023-12-05,Late Casual
2866,1,2023-11-13,Viral Adopter
2867,2,2024-09-01,Early Fan
2868,2,2024-09-16,Early Fan
2869,1,2023-10-06,Early Fan
2870,2,2024-09-19,Early Fan
2871,2,2024-09-19,Early Fan
2872,1,2023-10-22,Viral Adopter
2873,1,2023-11-25,Late Casual
2874,2,2024-11-07,Late Casual
2875,1,2023-09-17,Early Fan
2876,2,2024-08-22,Day One
2877,2,2024-09-20,Early Fan
2878,2,2024-08-24,Day One
2879,1,2024-02-18,Late Casual
2880,2,2024-10-09,Viral Adopter
2881,1,2023-10-23,Viral Adopter
2882,1,2023-09-09,Day One
2883,1,2023-10-24,Viral Adopter
2884,1,2024-01-04,Late Casual
2885,2,2024-09-08,Early Fan
2886,1,2024-01-29,Late Casual
2887,1,2023-09-10,Day One
2888,2,2024-08-23,Day One
2889,1,2024-01-02,Late Casual
2890,2,2024-10-12,Viral Adopter
2891,1,2023-09-11,Day One
2892,2,2024-09-07,Early Fan
2893,2,2024-10-01,Viral Adopter
2894,1,2023-10-21,Viral Adopter
2895,1,2024-01-12,Late Casual
2896,1,2023-09-09,Day One
2897,2,2024-09-30,Viral Adopter
2898,1,2023-09-25,Early Fan
2899,1,2023-11-06,Viral Adopter
2900,1,2023-10-22,Viral Adopter
2901,1,2023-09-29,Early Fan
2902,1,2023-10-04,Early Fan
2903,2,2024-08-28,Early Fan
2904,1,2023-09-12,Day One
2905,1,2023-09-07,Day One
2906,2,2024-09-15,Early Fan
2907,2,2024-08-21,Day One
2908,1,2023-10-11,Viral Adopter
2909,1,2023-09-09,Day One
2910,1,2023-09-18,Early Fan
2911,2,2024-11-08,Late Casual
2912,1,2023-09-06,Day One
2913,2,2024-09-04,Early Fan
2914,2,2024-10-15,Viral Adopter
2915,2,2024-08-26,Day One
2916,1,2023-10-28,Viral Adopter
2917,1,2023-09-26,Early Fan
2918,1,2023-09-19,Early Fan
2919,1,2024-01-22,Late Casual
2920,2,2024-09-08,Early Fan
2921,2,2024-09-15,Early Fan
2922,2,2024-08-24,Day One
2923,2,2024-09-17,Early Fan
2924,1,2023-09-13,Early Fan
2925,1,2023-09-19,Early Fan
2926,1,2023-11-14,Viral Adopter
2927,2,2024-09-30,Viral Adopter
2928,2,2024-10-12,Viral Adopter
2929,2,2024-09-22,Viral Adopter
2930,1,2024-01-27,Late Casual
2931,1,2023-12-08,Late Casual
2932,2,2024-09-13,Early Fan
2933,1,2024-01-16,Late Casual
2934,2,2024-09-21,Early Fan
2935,2,2024-10-12,Viral Adopter
2936,2,2024-10-19,Viral Adopter
2937,1,2024-02-06,Late Casual
2938,1,2023-09-13,Early Fan
2939,1,2023-11-05,Viral Adopter
2940,1,2023-09-24,Early Fan
2941,1,2024-01-14,Late Casual
2942,2,2024-12-16,Late Casual
2943,2,2024-09-15,Early Fan
2944,1,2023-09-13,Early Fan
2945,1,2023-09-10,Day One
2946,1,2023-09-10,Day One
2947,1,2023-11-22,Late Casual
2948,2,2024-10-11,Viral Adopter
2949,1,2023-10-04,Early Fan
2950,1,2023-11-09,Viral Adopter
2951,1,2023-11-05,Viral Adopter
2952,2,2024-09-17,Early Fan
2953,2,2024-09-17,Early Fan
2954,1,2023-11-11,Viral Adopter
2955,2,2024-08-21,Day One
2956,2,2024-08-26,Day One
2957,2,2024-09-01,Early Fan
2958,1,2023-12-13,Late Casual
2959,2,2024-08-27,Day One
2960,2,2024-12-18,Late Casual
2961,2,2024-10-14,Viral Adopter
2962,2,2024-08-25,Day One
2963,2,2024-10-21,Viral Adopter
2964,1,2023-10-01,Early Fan
2965,2,2025-02-15,Late Casual
2966,2,2025-02-14,Late Casual
2967,2,2024-09-14,Early Fan
2968,1,2023-11-06,Viral Adopter
2969,2,2024-09-15,Early Fan
2970,2,2024-09-19,Early Fan
2971,1,2023-09-09,Day One
2972,2,2024-09-22,Viral Adopter
2973,2,2024-09-09,Early Fan
2974,2,2024-08-31,Early Fan
2975,1,2024-02-05,Late Casual
2976,1,2023-11-13,Viral Adopter
2977,2,2025-01-09,Late Casual
2978,1,2023-09-12,Day One
2979,2,2024-10-22,Viral Adopter
2980,1,2023-12-24,Late Casual
2981,2,2024-08-25,Day One
2982,1,2023-10-28,Viral Adopter
2983,2,2024-09-18,Early Fan
2984,1,2023-11-11,Viral Adopter
2985,1,2023-11-05,Viral Adopter
2986,1,2023-12-10,Late Casual
2987,1,2023-10-24,Viral Adopter
2988,2,2025-02-08,Late Casual
2989,2,2024-08-24,Day One
2990,1,2023-09-30,Early Fan
2991,2,2024-09-19,Early Fan
2992,1,2023-10-17,Viral Adopter
2993,2,2024-09-17,Early Fan
2994,2,2025-02-01,Late Casual
2995,2,2024-08-24,Day One
2996,1,2023-10-02,Early Fan
2997,2,2024-11-12,Late Casual
2998,1,2023-09-18,Early Fan
2999,2,2024-09-27,Viral Adopter
3000,1,2023-09-10,Day One
3001,2,2024-09-20,Early Fan
3002,2,2024-08-25,Day One
3003,2,2024-08-21,Day One
3004,1,2023-10-11,Viral Adopter
3005,2,2024-10-21,Viral Adopter
3006,1,2023-11-18,Late Casual
3007,2,2024-09-21,Early Fan
3008,1,2023-09-18,Early Fan
3009,1,2023-10-08,Viral Adopter
3010,2,2024-08-21,Day One
3011,1,2024-02-11,Late Casual
3012,1,2023-10-04,Early Fan
3013,1,2023-12-15,Late Casual
3014,1,2023-09-05,Day One
3015,2,2024-08-24,Day One
3016,2,2024-09-04,Early Fan
3017,1,2023-10-05,Early Fan
3018,1,2023-10-31,Viral Adopter
3019,1,2024-01-09,Late Casual
3020,1,2023-09-09,Day One
3021,2,2024-09-08,Early Fan
3022,2,2024-09-01,Early Fan
3023,1,2023-10-26,Viral Adopter
3024,1,2023-09-30,Early Fan
3025,1,2023-10-22,Viral Adopter
3026,2,2024-10-03,Viral Adopter
3027,2,2024-10-02,Viral Adopter
3028,1,2023-10-12,Viral Adopter
3029,1,2023-12-05,Late Casual
3030,2,2024-08-29,Early Fan
3031,2,2024-08-23,Day One
3032,1,2023-09-21,Early Fan
3033,1,2023-09-07,Day One
3034,1,2023-09-20,Early Fan
3035,2,2024-09-11,Early Fan
3036,1,2023-09-10,Day One
3037,1,2023-10-21,Viral Adopter
3038,2,2024-10-14,Viral Adopter
3039,1,2023-09-19,Early Fan
3040,2,2024-10-12,Viral Adopter
3041,1,2023-10-15,Viral Adopter
3042,1,2023-09-08,Day One
3043,2,2025-01-11,Late Casual
3044,1,2023-09-05,Day One
3045,2,2024-10-02,Viral Adopter
3046,2,2024-11-24,Late Casual
3047,1,2023-10-16,Viral Adopter
3048,2,2024-10-08,Viral Adopter
3049,1,2023-12-04,Late Casual
3050,2,2024-09-17,Early Fan
3051,1,2023-09-21,Early Fan
3052,2,2024-10-25,Viral Adopter
3053,1,2024-02-05,Late Casual
3054,1,2023-10-28,Viral Adopter
3055,2,2025-01-26,Late Casual
3056,2,2024-09-08,Early Fan
3057,1,2023-12-22,Late Casual
3058,1,2024-02-22,Late Casual
3059,2,2024-09-06,Early Fan
3060,2,2025-02-02,Late Casual
3061,1,2023-09-16,Early Fan
3062,1,2023-12-18,Late Casual
3063,1,2023-12-13,Late Casual
3064,2,2024-08-27,Day One
3065,1,2023-10-08,Viral Adopter
3066,1,2023-10-24,Viral Adopter
3067,2,2024-08-23,Day One
3068,1,2023-09-05,Day One
3069,1,2023-09-06,Day One
3070,1,2023-10-29,Viral Adopter
3071,1,2023-09-23,Early Fan
3072,1,2024-03-01,Late Casual
3073,2,2024-09-06,Early Fan
3074,1,2023-11-15,Viral Adopter
3075,2,2024-08-26,Day One
3076,2,2024-10-27,Viral Adopter
3077,2,2024-11-12,Late Casual
3078,1,2023-09-27,Early Fan
3079,1,2023-10-03,Early Fan
3080,1,2023-11-02,Viral Adopter
3081,1,2023-09-29,Early Fan
3082,1,2023-09-18,Early Fan
3083,2,2024-08-30,Early Fan
3084,1,2023-09-25,Early Fan
3085,1,2023-10-09,Viral Adopter
3086,1,2024-01-19,Late Casual
3087,2,2024-10-14,Viral Adopter
3088,1,2023-09-08,Day One
3089,2,2024-09-02,Early Fan
3090,1,2023-12-29,Late Casual
3091,2,2025-01-06,Late Casual
3092,2,2024-08-21,Day One
3093,1,2024-01-28,Late Casual
3094,1,2024-02-07,Late Casual
3095,1,2023-09-14,Early Fan
3096,1,2023-10-26,Viral Adopter
3097,2,2024-09-22,Viral Adopter
3098,2,2024-09-17,Early Fan
3099,2,2024-08-26,Day One
3100,2,2024-09-06,Early Fan
3101,1,2024-01-24,Late Casual
3102,1,2024-02-28,Late Casual
3103,2,2024-09-03,Early Fan
