user_id,artist_id,streamed_previous_album,streamed_new_album,streams
10731,2,1,1,124
10732,2,1,1,148
10733,1,1,1,107
10734,1,1,1,199
10735,2,0,1,162
10736,2,1,1,89
10737,2,1,1,201
10738,2,1,0,60
10739,2,1,1,258
10740,1,0,1,89
10741,2,1,1,120
10742,2,1,1,386
10743,2,1,0,91
10744,1,1,0,52
10745,1,1,1,101
10746,1,0,0,22
10747,1,0,1,47
10748,2,0,1,77
10749,1,1,1,167
10750,1,0,1,131
10751,1,1,1,122
10752,2,1,0,102
10753,2,0,0,39
10754,1,0,0,44
10755,1,0,1,79
10756,1,1,0,132
10757,2,1,1,240
10758,1,0,1,36
10759,2,1,0,149
10760,1,1,0,82
10761,1,0,0,119
10762,2,1,1,384
10763,1,0,1,28
10764,2,1,1,192
10765,1,1,0,125
10766,2,1,0,69
10767,2,1,0,29
10768,2,0,1,138
10769,1,0,1,76
10770,1,1,0,43
10771,1,0,0,30
10772,2,1,1,125
10773,2,1,0,52
10774,1,0,1,56
10775,1,0,0,126
10776,1,1,0,24
10777,1,1,1,193
10778,1,1,0,95
10779,1,1,1,218
10780,2,1,1,63
10781,2,1,1,173
10782,2,1,1,167
10783,1,0,1,132
10784,2,1,1,133
10785,2,1,1,274
10786,1,1,1,146
10787,2,0,1,76
10788,1,1,1,40
10789,1,1,1,131
10790,1,1,1,200
10791,1,1,1,79
10792,2,1,1,100
10793,1,0,1,67
10794,1,1,0,75
10795,1,0,1,56
10796,2,1,1,107
10797,1,1,1,90
10798,2,1,1,181
10799,2,1,1,174
10800,1,1,0,21
10801,1,0,0,41
10802,2,0,1,212
10803,1,1,0,211
10804,1,0,1,110
10805,2,1,0,117
10806,1,1,1,101
10807,1,1,1,144
10808,1,1,0,51
10809,1,1,0,29
10810,2,1,1,84
10811,2,1,1,141
10812,2,0,1,34
10813,2,1,0,184
10814,1,1,1,171
10815,1,1,0,10
10816,1,1,1,217
10817,1,1,0,56
10818,2,1,1,66
10819,2,1,1,106
10820,1,1,1,167
10821,1,1,1,58
10822,1,1,0,139
10823,1,0,0,94
10824,1,1,1,203
10825,2,1,1,226
10826,2,1,1,131
10827,2,1,1,171
10828,1,1,0,157
10829,1,1,1,156
10830,2,1,1,285
10831,2,1,1,248
10832,2,1,0,144
10833,2,1,1,206
10834,2,0,1,73
10835,2,1,1,495
10836,1,1,1,108
10837,2,1,1,420
10838,1,1,1,194
10839,1,0,0,100
10840,2,1,1,374
10841,1,0,0,50
10842,1,1,1,53
10843,1,1,0,78
10844,1,1,1,182
10845,1,1,0,40
10846,1,1,1,61
10847,1,1,1,200
10848,1,1,0,164
10849,2,1,1,148
10850,1,1,1,124
10851,1,0,1,174
10852,2,1,1,61
10853,2,1,1,125
10854,2,1,1,158
10855,1,1,1,74
10856,2,1,1,185
10857,2,1,1,102
10858,2,1,1,112
10859,2,1,0,56
10860,2,1,1,263
10861,2,0,0,117
10862,2,1,1,257
10863,1,0,1,39
10864,2,1,1,182
10865,2,1,1,399
10866,1,1,1,241
10867,2,1,1,70
10868,1,1,0,158
10869,1,1,1,235
10870,2,1,1,187
10871,1,1,0,125
10872,1,1,0,76
10873,1,1,1,246
10874,1,1,0,51
10875,1,1,0,83
10876,1,0,1,19
10877,1,0,1,61
10878,2,1,1,108
10879,2,1,1,357
10880,1,1,0,128
10881,2,1,1,456
10882,1,1,1,132
10883,1,0,1,66
10884,1,0,0,77
10885,2,0,0,103
10886,2,1,0,95
10887,1,1,0,93
10888,1,1,0,73
10889,1,1,0,31
10890,2,0,1,25
10891,2,1,1,217
10892,1,1,1,133
10893,2,1,1,555
10894,1,1,0,99
10895,2,1,1,215
10896,2,1,0,95
10897,1,1,1,231
10898,2,1,1,121
10899,2,0,0,66
10900,1,1,0,94
10901,1,0,0,61
10902,2,1,1,80
10903,1,1,0,68
10904,1,0,0,35
10905,1,0,1,122
10906,2,1,1,482
10907,2,0,0,45
10908,2,1,1,189
10909,2,1,1,130
10910,1,1,1,325
10911,2,1,1,121
10912,2,1,1,123
10913,1,1,1,95
10914,1,1,0,170
10915,1,0,0,24
10916,2,1,1,86
10917,2,1,1,207
10918,2,1,1,186
10919,2,1,1,391
10920,1,1,1,420
10921,2,1,1,413
10922,2,1,0,54
10923,1,1,0,93
10924,2,1,0,114
10925,1,1,0,80
10926,2,1,1,314
10927,2,1,0,111
10928,2,1,1,107
10929,2,1,1,286
10930,1,1,1,88
10931,2,1,1,144
10932,1,1,1,163
10933,2,1,1,256
10934,2,1,1,282
10935,2,1,1,77
10936,1,1,1,167
10937,2,1,1,375
10938,2,0,1,117
10939,2,1,1,142
10940,1,0,1,146
10941,1,1,1,200
10942,1,1,1,158
10943,2,1,0,164
10944,2,1,0,66
10945,2,1,1,74
10946,1,1,0,87
10947,1,1,1,259
10948,2,1,0,59
10949,2,0,1,27
10950,2,1,1,258
10951,2,1,1,219
10952,1,0,1,61
10953,2,1,1,218
10954,2,1,1,124
10955,1,1,1,53
10956,1,1,1,158
10957,1,1,1,112
10958,1,1,1,268
10959,2,1,0,355
10960,1,1,1,191
10961,1,1,1,278
10962,1,0,1,50
10963,2,1,1,175
10964,1,0,1,111
10965,2,1,1,449
10966,1,1,1,88
10967,1,1,1,71
10968,1,1,1,192
10969,1,1,1,98
10970,1,1,0,52
10971,1,1,1,156
10972,2,1,1,361
10973,2,1,1,84
10974,1,1,0,193
10975,1,1,1,112
10976,2,0,1,187
10977,2,1,1,286
10978,1,1,0,79
10979,2,0,1,159
10980,2,1,1,122
10981,2,1,1,385
10982,1,1,1,184
10983,1,1,1,134
10984,1,1,1,221
10985,2,1,1,206
10986,2,1,1,228
10987,1,1,1,64
10988,2,1,0,242
10989,2,1,0,115
10990,2,1,1,85
10991,2,1,1,183
10992,2,1,1,39
10993,1,1,0,58
10994,2,1,1,57
10995,2,0,1,113
10996,1,0,0,53
10997,1,1,1,140
10998,2,0,1,92
10999,1,1,0,61
11000,2,1,1,157
11001,1,0,0,85
11002,1,1,0,71
11003,1,1,1,154
11004,1,0,0,54
11005,2,1,1,563
11006,2,0,0,67
11007,1,0,1,59
11008,1,1,1,191
11009,1,1,1,89
11010,1,0,0,61
11011,2,1,1,157
11012,1,1,1,193
11013,1,0,1,23
11014,1,1,1,242
11015,1,0,1,86
11016,1,1,1,193
11017,1,0,1,63
11018,2,0,0,64
11019,2,1,1,234
11020,2,0,1,104
11021,1,0,0,29
11022,1,1,0,42
11023,2,1,1,293
11024,2,1,1,149
11025,2,1,1,302
11026,1,1,1,93
11027,1,1,0,75
11028,2,0,1,121
11029,2,0,1,156
11030,2,0,1,93
11031,2,0,1,35
11032,2,1,1,128
11033,2,1,1,204
11034,2,1,1,99
11035,2,0,0,43
11036,2,1,1,337
11037,1,1,1,236
11038,1,0,0,53
11039,2,0,1,67
11040,1,1,1,240
11041,2,1,1,261
11042,1,1,1,97
11043,1,1,0,79
11044,2,1,1,222
11045,1,0,0,29
11046,1,1,1,137
11047,1,1,0,81
11048,2,1,1,54
11049,1,0,0,80
11050,2,1,1,169
11051,1,1,1,225
11052,2,1,0,54
11053,1,1,1,231
11054,1,0,0,47
11055,1,1,1,182
11056,1,1,1,110
11057,2,1,1,261
11058,1,1,0,156
11059,1,1,1,193
11060,2,1,1,369
11061,1,1,0,114
11062,1,0,1,145
11063,2,1,1,204
11064,2,0,0,58
11065,1,0,1,71
11066,1,1,1,108
11067,2,1,0,54
11068,1,1,1,189
11069,2,0,1,421
11070,1,1,1,154
11071,2,1,1,87
11072,1,1,0,71
11073,2,1,1,352
11074,1,1,0,66
11075,2,1,0,50
11076,1,1,1,67
11077,1,0,0,43
11078,2,1,0,68
11079,2,1,1,344
11080,2,1,1,204
11081,1,1,1,118
11082,2,1,1,181
11083,1,1,0,80
11084,2,1,0,95
11085,2,1,1,175
11086,1,0,1,62
11087,2,0,1,58
11088,2,1,1,434
11089,1,1,1,153
11090,2,1,1,146
11091,1,0,0,52
11092,2,1,1,121
11093,1,1,1,115
11094,1,1,1,103
11095,1,1,0,39
11096,2,1,1,419
11097,2,1,1,115
11098,2,0,0,68
11099,1,0,0,27
11100,1,1,1,593
11101,2,1,0,131
11102,2,1,1,204
11103,1,0,0,236
11104,1,0,0,46
11105,2,0,1,49
11106,1,1,1,373
11107,2,1,1,61
11108,2,1,1,295
11109,2,1,1,196
11110,2,1,1,173
11111,1,1,1,79
11112,2,1,1,395
11113,2,1,1,209
11114,1,1,0,44
11115,2,1,0,126
11116,1,1,0,153
11117,2,1,1,131
11118,1,0,0,95
11119,2,0,1,29
11120,1,0,0,51
11121,1,0,0,136
11122,2,1,1,379
11123,2,1,1,169
11124,1,0,0,28
11125,1,0,1,71
11126,1,1,1,345
11127,2,0,1,104
11128,2,1,1,537
11129,2,1,1,200
11130,2,1,0,72
11131,2,1,1,183
11132,1,1,1,120
11133,1,1,0,69
11134,2,1,1,81
11135,2,1,1,95
11136,2,1,1,102
11137,2,1,1,269
11138,2,0,0,44
11139,2,1,1,284
11140,1,0,1,67
11141,1,0,1,94
11142,2,1,0,100
11143,2,1,1,165
11144,1,0,0,76
11145,1,1,1,141
11146,1,1,1,135
11147,1,0,1,42
11148,2,1,1,320
11149,1,1,0,40
11150,2,0,1,135
11151,1,1,0,108
11152,2,0,0,39
11153,1,1,0,66
11154,2,1,1,216
11155,2,1,1,95
11156,2,1,1,151
11157,1,1,0,105
11158,1,1,0,130
11159,1,0,1,166
11160,1,1,1,302
11161,2,1,1,138
11162,2,1,1,182
11163,2,1,1,201
11164,2,1,1,208
11165,1,1,0,67
11166,1,1,1,234
11167,1,1,1,116
11168,2,1,1,411
11169,2,1,1,228
11170,1,1,1,123
11171,1,1,0,65
11172,2,1,1,151
11173,2,1,0,46
11174,2,1,1,216
11175,1,0,1,69
11176,1,1,1,178
11177,2,1,1,106
11178,2,1,1,285
11179,1,0,0,109
11180,2,1,1,242
11181,2,1,1,94
11182,1,0,0,25
11183,1,1,1,162
11184,1,1,1,176
11185,1,1,1,73
11186,2,1,1,271
11187,1,0,1,67
11188,2,1,0,229
11189,2,1,0,174
11190,1,1,0,108
11191,1,1,1,400
11192,2,1,0,63
11193,2,1,1,227
11194,2,1,1,197
11195,1,1,1,415
11196,1,1,1,169
11197,2,0,1,78
11198,2,1,0,169
11199,1,1,1,127
11200,2,0,1,61
11201,1,1,0,48
11202,2,1,1,551
11203,2,0,1,144
11204,1,0,0,62
11205,2,1,1,178
11206,1,0,0,148
11207,1,1,1,137
11208,1,1,1,126
11209,1,1,0,49
11210,1,0,0,56
11211,2,1,1,68
11212,2,1,0,61
11213,1,1,1,76
11214,2,1,0,217
11215,2,1,1,126
11216,2,1,1,62
11217,2,0,1,21
11218,1,1,1,93
11219,1,1,1,103
11220,2,1,1,307
11221,1,1,1,237
11222,1,0,0,39
11223,1,1,1,145
11224,1,0,0,237
11225,1,0,1,55
11226,1,1,1,62
11227,1,0,0,78
11228,2,0,1,97
11229,2,1,1,252
11230,1,1,1,304
11231,1,1,1,68
11232,1,1,1,152
11233,1,0,0,21
11234,1,1,0,117
11235,1,0,1,59
11236,2,1,1,90
11237,2,1,1,137
11238,1,0,0,66
11239,1,1,0,155
11240,2,1,0,99
11241,2,1,1,172
11242,2,0,1,36
11243,2,1,1,352
11244,1,1,1,268
11245,1,0,0,32
11246,2,1,1,201
11247,1,0,0,104
11248,2,1,1,176
11249,2,1,1,83
11250,2,0,0,113
11251,1,1,0,93
11252,2,1,1,204
11253,1,1,1,384
11254,1,1,1,322
11255,1,1,1,44
11256,2,1,1,185
11257,2,1,0,83
11258,1,1,1,86
11259,1,1,1,93
11260,2,1,1,245
11261,2,1,1,186
11262,2,1,1,121
11263,2,1,1,145
11264,1,1,1,140
11265,2,1,1,289
11266,1,0,0,133
11267,2,1,1,445
11268,2,1,1,117
11269,1,1,1,94
11270,1,1,0,89
11271,2,1,1,297
11272,1,1,0,84
11273,1,1,1,84
11274,2,1,1,362
11275,1,1,0,58
11276,2,1,1,188
11277,1,1,1,189
11278,2,1,1,53
11279,1,1,0,151
11280,1,1,0,149
11281,2,0,1,108
11282,2,0,0,111
11283,1,1,1,79
11284,1,1,1,126
11285,2,1,1,92
11286,2,1,1,423
11287,2,0,0,80
11288,2,1,1,440
11289,2,1,1,313
11290,1,1,1,400
11291,1,1,1,146
11292,2,1,1,416
11293,1,1,1,112
11294,1,1,1,337
11295,1,1,1,229
11296,1,1,1,155
11297,1,0,1,59
11298,1,1,0,168
11299,2,1,1,198
11300,1,0,1,167
11301,1,1,1,66
11302,1,0,0,23
11303,2,1,0,119
11304,1,1,1,130
11305,2,1,1,294
11306,2,1,1,283
11307,1,0,0,68
11308,1,1,1,155
11309,1,0,0,46
11310,2,1,1,176
11311,2,1,1,144
11312,2,1,1,123
11313,1,0,0,32
11314,2,1,1,131
11315,1,1,1,248
11316,1,0,0,50
11317,2,1,1,214
11318,2,1,1,75
11319,1,1,1,121
11320,1,0,1,165
11321,1,1,1,130
11322,1,0,0,71
11323,1,1,1,268
11324,2,1,0,154
11325,2,1,1,114
11326,2,1,0,130
11327,2,1,1,76
11328,2,1,1,148
11329,2,1,0,68
11330,2,1,1,287
11331,1,0,1,46
11332,2,1,0,38
11333,2,1,1,304
11334,2,1,1,120
11335,2,1,0,44
11336,1,1,1,173
11337,2,0,1,150
11338,1,0,0,105
11339,2,1,1,206
11340,1,0,1,119
11341,1,0,0,47
11342,1,1,1,387
11343,2,1,1,164
11344,1,1,1,166
11345,2,1,1,272
11346,1,1,1,504
11347,2,0,1,41
11348,2,0,1,191
11349,1,0,0,34
11350,1,1,0,59
11351,2,1,1,189
11352,2,1,1,505
11353,2,1,1,220
11354,1,1,1,96
11355,1,1,1,183
11356,2,1,1,151
11357,1,1,1,527
11358,1,1,0,35
11359,1,1,1,283
11360,2,1,1,195
11361,2,1,1,131
11362,1,0,0,67
11363,1,1,1,89
11364,1,1,1,127
11365,1,1,1,226
11366,1,1,1,117
11367,2,1,0,43
11368,1,1,0,97
11369,1,1,0,55
11370,2,1,1,193
11371,1,1,0,138
11372,2,1,0,236
11373,1,1,1,102
11374,1,1,1,139
11375,2,1,0,132
11376,2,1,1,192
11377,1,1,1,60
11378,2,1,1,62
11379,2,1,0,41
11380,1,0,0,95
11381,2,1,1,85
11382,2,0,1,52
11383,1,1,1,136
11384,2,1,1,201
11385,2,1,1,50
11386,2,1,1,345
11387,1,1,0,140
11388,1,0,0,43
11389,2,1,0,141
11390,1,1,1,232
11391,1,0,0,62
11392,1,1,0,158
11393,1,0,0,44
11394,2,1,1,98
11395,1,1,1,45
11396,2,1,1,469
11397,1,1,1,42
11398,2,1,1,34
11399,1,0,1,97
11400,2,1,1,152
11401,2,1,1,171
11402,1,0,1,317
11403,2,1,1,241
11404,1,0,1,82
11405,2,1,1,75
11406,2,1,1,115
11407,2,1,1,94
11408,2,1,0,81
11409,1,0,0,28
11410,1,1,1,67
11411,1,0,1,54
11412,2,1,1,344
11413,2,1,1,244
11414,1,1,1,105
11415,2,0,0,134
11416,1,1,0,56
11417,1,0,0,113
11418,2,1,0,50
11419,1,1,1,269
11420,2,0,1,20
11421,1,0,0,94
11422,2,1,1,139
11423,1,1,1,89
11424,1,1,0,29
11425,2,1,1,340
11426,2,1,0,76
11427,1,1,0,59
11428,1,1,1,91
11429,2,1,1,254
11430,1,1,1,321
11431,2,1,0,57
11432,2,1,1,143
11433,1,0,1,75
11434,1,1,0,46
11435,2,1,1,183
11436,1,1,0,121
11437,2,1,0,32
11438,1,1,1,179
11439,2,1,0,68
11440,1,1,0,129
11441,2,1,0,68
11442,1,1,0,113
11443,1,1,1,222
11444,2,1,1,321
11445,1,1,1,386
11446,1,1,1,267
11447,1,1,1,188
11448,1,0,0,30
11449,2,0,0,25
11450,2,1,1,66
11451,1,1,1,315
11452,2,0,1,122
11453,2,1,1,155
11454,2,1,1,203
11455,1,1,1,43
11456,2,1,1,115
11457,2,1,0,69
11458,1,0,0,18
11459,1,1,1,69
11460,1,1,1,53
11461,2,1,1,214
11462,1,1,1,241
11463,2,1,1,108
11464,1,0,0,48
11465,2,1,1,364
11466,2,1,1,248
11467,2,0,1,153
11468,2,1,0,99
11469,2,1,1,201
11470,1,1,1,153
11471,2,1,1,118
11472,1,1,0,151
11473,2,1,1,143
11474,1,1,1,141
11475,2,0,1,106
11476,2,1,1,224
11477,1,1,0,33
11478,1,1,1,236
11479,2,1,1,420
11480,1,1,0,54
11481,1,1,1,235
11482,1,1,1,217
11483,2,1,1,160
11484,2,1,1,62
11485,2,1,1,241
11486,2,1,1,293
11487,1,1,1,198
11488,2,1,0,43
11489,1,1,0,98
11490,1,1,1,168
11491,1,0,1,88
11492,2,1,1,122
11493,2,1,1,314
11494,1,1,1,204
11495,2,1,1,235
11496,1,0,1,72
11497,1,1,1,32
11498,1,1,0,25
11499,2,1,0,75
11500,2,1,1,414
11501,1,0,0,56
11502,2,0,0,45
11503,1,0,1,69
11504,2,1,1,138
11505,2,1,1,111
11506,1,1,1,171
11507,2,0,1,87
11508,2,1,0,101
11509,1,0,0,28
11510,2,1,1,465
11511,1,1,1,183
11512,1,1,0,30
11513,1,1,1,365
11514,1,1,1,187
11515,2,1,1,203
11516,2,1,1,149
11517,2,1,1,486
11518,1,1,0,261
11519,1,1,1,186
11520,1,0,0,24
11521,2,1,1,724
11522,2,1,1,329
11523,2,1,1,483
11524,1,1,1,107
11525,2,1,1,219
11526,2,1,1,181
11527,1,1,1,160
11528,2,1,1,128
11529,1,1,1,76
11530,1,1,1,345
11531,1,0,0,28
11532,1,1,1,217
11533,1,1,1,140
11534,1,0,1,289
11535,1,0,0,84
11536,2,1,1,144
11537,2,1,1,274
11538,2,1,1,136
11539,1,1,1,121
11540,1,1,0,41
11541,1,1,0,55
11542,1,1,1,120
11543,2,1,1,266
11544,2,1,1,164
11545,2,1,1,278
11546,2,1,1,262
11547,1,0,0,64
11548,1,0,0,30
11549,2,1,1,177
11550,1,1,1,139
11551,1,0,1,175
11552,1,1,1,200
11553,1,1,0,53
11554,1,1,1,103
11555,2,1,1,97
11556,2,0,0,184
11557,1,1,0,26
11558,1,1,1,188
11559,2,1,1,230
11560,1,1,1,145
11561,1,0,1,64
11562,1,1,1,57
11563,1,1,0,74
11564,2,0,1,207
11565,2,1,1,257
11566,1,0,0,34
11567,1,1,0,162
11568,1,0,0,36
11569,1,1,0,56
11570,2,1,0,65
11571,2,0,0,59
11572,2,0,0,58
11573,2,1,1,136
11574,2,1,0,66
11575,2,1,1,316
11576,1,1,0,180
11577,1,0,1,80
11578,2,1,1,66
11579,1,0,1,40
11580,2,1,1,184
11581,2,1,1,118
11582,2,1,1,117
11583,1,0,0,56
11584,2,1,1,176
11585,1,1,1,288
11586,2,1,1,102
11587,1,0,0,88
11588,2,1,1,233
11589,2,0,0,77
11590,1,1,0,30
11591,1,1,1,159
11592,2,1,1,237
11593,1,0,0,42
11594,2,1,1,200
11595,1,1,0,121
11596,2,1,1,122
11597,2,1,1,157
11598,1,1,1,342
11599,1,0,0,20
11600,2,1,0,124
11601,1,1,0,46
11602,1,1,1,179
11603,2,1,1,275
11604,1,1,1,76
11605,1,1,1,265
11606,2,1,0,89
11607,1,1,1,132
11608,1,1,1,116
11609,1,1,1,101
11610,2,1,1,166
11611,2,1,1,154
11612,2,0,1,46
11613,1,1,1,154
11614,1,1,1,128
11615,1,0,0,23
11616,1,1,1,242
11617,2,1,1,244
11618,1,1,0,173
11619,1,1,0,94
11620,1,1,1,113
11621,2,1,0,194
11622,2,1,0,31
11623,2,1,1,305
11624,2,1,1,143
11625,1,1,1,68
11626,1,1,1,95
11627,1,1,0,38
11628,2,1,0,77
11629,2,1,1,115
11630,2,1,0,110
11631,2,0,0,72
11632,2,1,0,40
11633,2,1,0,75
11634,2,1,0,31
11635,2,1,0,88
11636,1,1,0,43
11637,2,1,1,109
11638,2,1,1,147
11639,1,0,0,26
11640,2,1,1,223
11641,2,1,1,202
11642,1,1,1,73
11643,2,1,0,301
11644,1,1,0,227
11645,2,1,0,89
11646,2,1,1,332
11647,1,0,1,22
11648,1,0,1,39
11649,2,1,1,230
11650,1,1,1,315
11651,1,1,1,175
11652,2,1,1,300
11653,1,1,1,150
11654,1,0,0,73
11655,2,1,0,50
11656,2,1,0,48
11657,2,1,0,52
11658,2,0,0,120
11659,1,1,1,120
11660,1,0,0,34
11661,1,1,0,69
11662,2,1,1,233
11663,2,1,1,146
11664,2,1,1,213
11665,2,1,0,39
11666,2,1,1,164
11667,1,1,0,87
11668,1,1,1,355
11669,1,1,1,43
11670,1,0,0,55
11671,2,1,0,251
11672,1,0,0,54
11673,2,1,1,164
11674,2,1,1,174
11675,1,1,0,172
11676,1,1,0,98
11677,1,1,1,183
11678,1,0,1,62
11679,2,1,1,345
11680,1,1,1,145
11681,2,1,1,278
11682,2,1,1,237
11683,2,1,1,250
11684,2,1,1,177
11685,1,1,1,151
11686,1,1,1,55
11687,1,1,1,347
11688,1,0,0,34
11689,2,1,1,212
11690,2,0,1,57
11691,1,1,1,66
11692,1,1,1,190
11693,1,0,1,71
11694,2,1,1,92
11695,2,1,1,464
11696,2,1,1,83
11697,2,1,1,188
11698,1,1,1,388
11699,1,0,0,40
11700,1,1,1,443
11701,1,1,1,90
11702,2,0,1,48
11703,2,1,1,547
11704,2,1,1,205
11705,1,0,0,18
11706,1,1,1,44
11707,1,1,0,35
11708,2,1,1,251
11709,2,1,0,44
11710,1,1,0,95
11711,2,1,1,94
11712,2,1,0,85
11713,1,1,1,221
11714,2,1,1,321
11715,1,1,1,112
11716,2,1,0,190
11717,2,1,1,123
11718,2,1,0,120
11719,1,1,1,197
11720,1,0,0,37
11721,1,1,1,255
11722,1,1,1,194
11723,2,1,1,256
11724,2,1,1,277
11725,1,1,0,71
11726,1,1,1,67
11727,1,0,0,75
11728,1,1,1,103
11729,1,1,0,75
11730,1,1,1,86
11731,2,0,0,77
11732,1,1,1,142
11733,2,1,1,344
11734,2,1,1,243
11735,1,1,0,38
11736,2,1,1,255
11737,2,1,1,512
11738,2,1,0,38
11739,1,0,1,144
11740,1,0,0,81
11741,2,1,0,62
11742,2,0,1,106
11743,1,1,1,252
11744,1,0,0,48
11745,1,1,0,123
11746,1,1,0,44
11747,2,1,1,206
11748,1,1,0,52
11749,1,1,1,146
11750,2,1,1,123
11751,1,1,1,96
11752,2,1,1,321
11753,2,1,1,82
11754,1,1,1,121
11755,2,1,1,167
11756,2,0,0,43
11757,1,0,0,66
11758,1,1,0,165
11759,2,1,1,94
11760,2,1,1,162
11761,2,1,0,21
11762,1,1,1,238
11763,2,1,0,61
11764,1,1,1,243
11765,2,1,1,143
11766,2,1,1,171
11767,2,1,1,162
11768,2,0,1,62
11769,2,1,1,281
11770,2,1,1,75
11771,1,1,1,76
11772,2,0,1,105
11773,2,1,1,241
11774,1,0,0,103
11775,1,0,1,116
11776,1,1,0,242
11777,2,1,1,159
11778,2,1,0,197
11779,1,1,0,192
11780,2,1,1,143
11781,1,1,1,124
11782,2,1,1,135
11783,1,1,0,84
11784,1,1,0,80
11785,1,1,1,75
11786,1,1,0,101
11787,2,1,0,94
11788,2,1,0,90
11789,1,1,1,188
11790,1,1,1,298
11791,1,1,0,214
11792,2,1,0,412
11793,2,1,1,88
11794,1,0,0,27
11795,2,1,1,312
11796,1,1,0,58
11797,2,1,1,263
11798,2,1,1,65
11799,2,1,1,512
11800,2,1,1,337
11801,2,1,1,250
11802,2,1,0,34
11803,2,1,1,418
11804,1,1,0,104
11805,1,0,0,48
11806,1,1,1,121
11807,2,1,1,131
11808,1,1,0,121
11809,1,1,1,296
11810,1,1,1,145
11811,1,0,0,180
11812,2,1,0,74
11813,2,0,1,59
11814,2,1,0,56
11815,2,0,0,82
11816,2,1,1,97
11817,1,0,0,51
11818,1,1,1,120
11819,2,1,0,23
11820,1,1,1,316
11821,1,1,1,182
11822,2,1,1,332
11823,1,1,1,156
11824,1,0,0,67
11825,1,1,1,156
11826,1,1,1,138
11827,1,1,0,140
11828,1,1,1,114
11829,2,1,1,250
11830,2,1,1,188
11831,1,1,1,181
11832,2,1,1,43
11833,1,1,1,323
11834,1,1,1,108
11835,1,1,0,84
11836,2,1,1,379
11837,1,1,0,77
11838,2,1,1,259
11839,2,1,1,302
11840,2,1,1,327
11841,2,0,1,31
11842,2,1,1,122
11843,1,1,1,124
11844,1,1,0,104
11845,2,1,1,237
11846,2,1,1,465
11847,1,1,1,64
11848,1,1,1,118
11849,1,0,1,75
11850,1,0,1,98
11851,1,1,1,181
11852,2,1,1,173
11853,2,0,1,223
11854,1,1,1,197
11855,2,0,0,71
11856,2,1,1,160
11857,1,1,0,77
11858,1,1,1,109
11859,2,1,1,60
11860,2,0,1,44
11861,1,1,0,24
11862,2,1,1,158
11863,1,1,1,424
11864,1,1,1,123
11865,1,0,0,144
11866,1,1,0,37
11867,2,1,1,239
11868,2,1,1,126
11869,1,0,0,42
11870,2,1,1,210
11871,2,1,1,209
11872,1,0,0,62
11873,2,1,1,352
11874,1,1,1,91
11875,2,1,0,86
11876,1,1,0,38
11877,2,0,1,60
11878,1,1,1,211
11879,2,1,1,293
11880,2,1,1,154
11881,1,1,1,54
11882,1,0,1,32
11883,1,0,1,99
11884,2,1,1,171
11885,1,1,0,77
11886,2,1,1,106
11887,1,1,1,226
11888,1,0,1,74
11889,1,0,0,57
11890,1,1,1,300
11891,2,1,1,142
11892,2,0,1,50
11893,1,1,1,444
11894,2,0,1,52
11895,1,1,0,75
11896,2,1,1,165
11897,1,1,1,469
11898,2,1,1,379
11899,2,1,1,386
11900,1,1,1,206
11901,2,1,1,192
11902,1,1,1,155
11903,1,1,0,105
11904,1,1,0,140
11905,1,1,0,83
11906,1,1,1,126
11907,1,1,1,129
11908,1,0,1,66
11909,1,1,1,94
11910,2,1,0,96
11911,2,1,1,152
11912,1,1,0,145
11913,1,1,1,125
11914,1,1,1,86
11915,2,1,0,41
11916,2,0,1,163
11917,1,0,1,50
11918,1,1,0,80
11919,1,1,1,231
11920,1,1,0,225
11921,2,1,1,219
11922,2,1,1,56
11923,1,1,0,137
11924,2,1,1,312
11925,1,1,0,140
11926,1,1,1,108
11927,2,1,1,229
11928,2,0,1,148
11929,1,0,0,89
11930,1,1,1,82
11931,2,1,1,168
11932,2,1,1,214
11933,1,1,1,170
11934,1,1,0,39
11935,1,1,1,94
11936,2,1,1,169
11937,2,1,1,291
11938,1,0,1,35
11939,2,1,1,79
11940,2,1,1,109
11941,1,0,0,58
11942,1,0,0,31
11943,2,1,1,361
11944,2,1,1,135
11945,2,1,0,76
11946,2,1,1,107
11947,1,1,1,313
11948,1,0,1,102
11949,2,1,1,170
11950,1,1,1,195
11951,2,1,1,146
11952,2,1,1,81
11953,2,1,1,142
11954,1,0,0,38
11955,2,1,0,133
11956,2,1,1,166
11957,2,1,1,169
11958,1,1,0,141
11959,1,1,1,232
11960,1,1,1,144
11961,1,1,1,280
11962,1,1,0,66
11963,2,1,1,205
11964,2,1,1,338
11965,2,1,1,203
11966,2,1,0,85
11967,1,0,1,179
11968,2,1,1,257
11969,1,1,1,63
11970,1,1,0,83
11971,1,1,1,270
11972,2,1,1,106
11973,2,1,0,63
11974,1,1,0,46
11975,2,1,1,293
11976,1,1,1,156
11977,1,1,0,59
11978,2,1,1,42
11979,2,1,1,336
11980,2,0,1,156
11981,2,1,1,248
11982,2,1,1,145
11983,2,1,1,108
11984,2,1,1,213
11985,2,1,1,150
11986,2,1,1,382
11987,2,1,0,86
11988,1,1,0,32
11989,2,1,1,132
11990,1,1,0,107
11991,1,1,1,122
11992,2,1,1,183
11993,1,1,0,63
11994,2,1,1,253
11995,2,1,1,353
11996,1,1,1,42
11997,1,1,0,41
11998,2,1,1,260
11999,1,1,0,60
12000,1,1,0,54
